execution_date,symbol,rank,selected
2022-07-01,SZ002267,9,True
2022-07-01,SH600585,10,True
2022-07-01,SH600746,11,True
2022-07-01,SH600426,12,True
2022-07-01,SH603766,13,True
2022-07-01,SH603012,14,True
2022-07-01,SH600694,15,True
2022-07-01,SH688057,16,True
2022-07-01,SH601857,17,True
2022-07-01,SH601919,18,True
2022-07-01,SH600368,19,True
2022-07-01,SH601339,20,True
2022-08-01,SH688606,1,True
2022-08-01,SH688068,2,True
2022-08-01,SZ002759,3,True
2022-08-01,SH688298,4,True
2022-08-01,SH603508,5,True
2022-08-01,SH603077,6,True
2022-08-01,SH600089,7,True
2022-08-01,SH600643,8,True
2022-08-01,SZ002109,9,True
2022-08-01,SH688057,10,True
2022-08-01,SH600426,11,True
2022-08-01,SH600585,12,True
2022-08-01,SH603012,13,True
2022-08-01,SZ002267,14,True
2022-08-01,SH603766,15,True
2022-08-01,SH601339,16,True
2022-08-01,SH600694,17,True
2022-08-01,SH601827,18,True
2022-08-01,SZ000848,19,True
2022-08-01,SH600368,20,True
2022-09-01,SZ002432,1,True
2022-09-01,SZ002932,2,True
2022-09-01,SH688606,3,True
2022-09-01,SZ000731,4,True
2022-09-01,SH600089,5,True
2022-09-01,SH603077,6,True
2022-09-01,SH601857,7,True
2022-09-01,SZ300771,8,True
2022-09-01,SH601919,9,True
2022-09-01,SZ000910,10,True
2022-09-01,SZ300259,11,True
2022-09-01,SZ002109,12,True
2022-09-01,SZ000930,13,True
2022-09-01,SH600449,14,True
2022-09-01,SZ300726,15,True
2022-09-01,SH688303,16,True
2022-09-01,SH601019,17,True
2022-09-01,SZ003019,18,True
2022-09-01,SH603889,19,True
2022-09-01,SH601339,20,True
2022-10-10,SZ002432,1,True
2022-10-10,SZ002932,2,True
2022-10-10,SH688606,3,True
2022-10-10,SZ000731,4,True
2022-10-10,SH601919,5,True
2022-10-10,SH600089,6,True
2022-10-10,SH603077,7,True
2022-10-10,SH601857,8,True
2022-10-10,SZ000910,9,True
2022-10-10,SZ300726,10,True
2022-10-10,SZ300259,11,True
2022-10-10,SZ300771,12,True
2022-10-10,SZ000930,13,True
2022-10-10,SZ002109,14,True
2022-10-10,SH688303,15,True
2022-10-10,SZ000663,16,True
2022-10-10,SH600449,17,True
2022-10-10,SZ000833,18,True
2022-10-10,SH600720,19,True
2022-10-10,SH601019,20,True
2022-11-01,SZ002432,1,True
2022-11-01,SZ002932,2,True
2022-11-01,SH688068,3,True
2022-11-01,SH600008,4,True
2022-11-01,SH600089,5,True
2022-11-01,SH601919,6,True
2022-11-01,SH603898,7,True
2022-11-01,SH603077,8,True
2022-11-01,SZ002955,9,True
2022-11-01,SZ300726,10,True
2022-11-01,SH688303,11,True
2022-11-01,SZ000666,12,True
2022-11-01,SH603886,13,True
2022-11-01,SZ003019,14,True
2022-11-01,SZ000598,15,True
2022-11-01,SZ300230,16,True
2022-11-01,SZ000726,17,True
2022-11-01,SH600141,18,True
2022-11-01,SH600777,19,True
2022-11-01,SH600438,20,True
2022-12-01,SZ002432,1,True
2022-12-01,SZ002932,2,True
2022-12-01,SH688399,3,True
2022-12-01,SH600008,4,True
2022-12-01,SZ002955,5,True
2022-12-01,SH600089,6,True
2022-12-01,SH601919,7,True
2022-12-01,SH603898,8,True
2022-12-01,SH688303,9,True
2022-12-01,SH603077,10,True
2022-12-01,SZ300726,11,True
2022-12-01,SH600777,12,True
2022-12-01,SZ000666,13,True
2022-12-01,SZ003019,14,True
2022-12-01,SZ300761,15,True
2022-12-01,SZ000598,16,True
2022-12-01,SZ300230,17,True
2022-12-01,SH603886,18,True
2022-12-01,SZ000726,19,True
2022-12-01,SH600438,20,True
2023-01-03,SZ002432,1,True
2023-01-03,SZ002932,2,True
2023-01-03,SH688399,3,True
2023-01-03,SH601919,4,True
2023-01-03,SH600008,5,True
2023-01-03,SZ002955,6,True
2023-01-03,SH600089,7,True
2023-01-03,SH603898,8,True
2023-01-03,SH603077,9,True
2023-01-03,SH688303,10,True
2023-01-03,SH600777,11,True
2023-01-03,SZ003019,12,True
2023-01-03,SZ000726,13,True
2023-01-03,SH603886,14,True
2023-01-03,SH600438,15,True
2023-01-03,SZ000598,16,True
2023-01-03,SZ300761,17,True
2023-01-03,SZ300121,18,True
2023-01-03,SZ300726,19,True
2023-01-03,SZ300230,20,True
2023-02-01,SZ002432,1,True
2023-02-01,SZ002932,2,True
2023-02-01,SH688399,3,True
2023-02-01,SH601919,4,True
2023-02-01,SH600008,5,True
2023-02-01,SH600089,6,True
2023-02-01,SZ002955,7,True
2023-02-01,SH603898,8,True
2023-02-01,SH688303,9,True
2023-02-01,SH603077,10,True
2023-02-01,SZ300726,11,True
2023-02-01,SZ003019,12,True
2023-02-01,SZ000598,13,True
2023-02-01,SH603886,14,True
2023-02-01,SH600777,15,True
2023-02-01,SH600438,16,True
2023-02-01,SZ000726,17,True
2023-02-01,SZ300230,18,True
2023-02-01,SH600720,19,True
2023-02-01,SH600780,20,True
2023-03-01,SZ002432,1,True
2023-03-01,SZ002932,2,True
2023-03-01,SH688399,3,True
2023-03-01,SH688303,4,True
2023-03-01,SH601919,5,True
2023-03-01,SH600008,6,True
2023-03-01,SH600089,7,True
2023-03-01,SH603898,8,True
2023-03-01,SZ300726,9,True
2023-03-01,SZ002955,10,True
2023-03-01,SH600438,11,True
2023-03-01,SZ000666,12,True
2023-03-01,SH600777,13,True
2023-03-01,SZ000598,14,True
2023-03-01,SZ300230,15,True
2023-03-01,SZ003019,16,True
2023-03-01,SZ000726,17,True
2023-03-01,SZ002048,18,True
2023-03-01,SZ002884,19,True
2023-03-01,SH603886,20,True
2023-04-03,SZ002432,1,True
2023-04-03,SZ002932,2,True
2023-04-03,SH688068,3,True
2023-04-03,SH600089,4,True
2023-04-03,SH600008,5,True
2023-04-03,SH688303,6,True
2023-04-03,SH601919,7,True
2023-04-03,SH603898,8,True
2023-04-03,SZ002955,9,True
2023-04-03,SZ000666,10,True
2023-04-03,SH600271,11,True
2023-04-03,SZ002611,12,True
2023-04-03,SZ002466,13,True
2023-04-03,SH600438,14,True
2023-04-03,SH600971,15,True
2023-04-03,SZ000726,16,True
2023-04-03,SH601811,17,True
2023-04-03,SZ002756,18,True
2023-04-03,SZ002497,19,True
2023-04-03,SZ002048,20,True
2023-05-04,SZ002432,1,True
2023-05-04,SZ002955,2,True
2023-05-04,SH600089,3,True
2023-05-04,SH688303,4,True
2023-05-04,SH600525,5,True
2023-05-04,SZ000731,6,True
2023-05-04,SH601919,7,True
2023-05-04,SZ002938,8,True
2023-05-04,SH600271,9,True
2023-05-04,SZ300970,10,True
2023-05-04,SH600141,11,True
2023-05-04,SH600328,12,True
2023-05-04,SH603508,13,True
2023-05-04,SH600757,14,True
2023-05-04,SZ002497,15,True
2023-05-04,SZ002466,16,True
2023-05-04,SH600133,17,True
2023-05-04,SH600566,18,True
2023-05-04,SZ000915,19,True
2023-05-04,SZ002353,20,True
2023-06-01,SH600089,1,True
2023-06-01,SH688303,2,True
2023-06-01,SH600438,3,True
2023-06-01,SZ002432,4,True
2023-06-01,SZ000731,5,True
2023-06-01,SH603508,6,True
2023-06-01,SH600328,7,True
2023-06-01,SZ300729,8,True
2023-06-01,SZ300970,9,True
2023-06-01,SH600512,10,True
2023-06-01,SH600256,11,True
2023-06-01,SH600566,12,True
2023-06-01,SZ002884,13,True
2023-06-01,SH600273,14,True
2023-06-01,SZ003019,15,True
2023-06-01,SZ002497,16,True
2023-06-01,SZ000848,17,True
2023-06-01,SZ000915,18,True
2023-06-01,SH600938,19,True
2023-06-01,SZ002466,20,True
