model,dimension,regime,trading_days,total_return,annualized_return,maximum_drawdown,sharpe,sortino,calmar,annualized_volatility,longest_underwater_trading_days
fixed-ensemble__core-macd-keltner,trend_regime,transition,20,0.15074198088987756,4.865732584891819,0.045892607499878335,4.271733513440472,23.188087327641398,106.02432178003218,0.435668245005596,18
fixed-ensemble__core-macd-keltner,trend_regime,uptrend,446,0.44861663663915086,0.23294106750816024,0.08339009467091019,1.5722271888282313,3.225812393839426,2.793390131375153,0.13931576469058457,100
fixed-ensemble__core-macd-keltner,volatility_regime,high-vol,243,0.3214580361077275,0.33517082738381143,0.06633600494089809,1.7215344301228586,4.133846718846339,5.052623046600878,0.17679459979404694,47
fixed-ensemble__core-macd-keltner,volatility_regime,normal-vol,408,0.26147326093393675,0.15426899583179265,0.08565000717449978,1.3596512312842788,3.0303493177033705,1.801155667360207,0.10987580551137802,85
production-core__buffer-0p02-threshold-0p1,trend_regime,downtrend,185,0.0,0.0,-0.0,,,,0.0,0
production-core__buffer-0p02-threshold-0p1,trend_regime,transition,20,0.028684333813419727,0.4280873950929527,-0.0,5.858025072211247,,,0.06117285368837348,0
production-core__buffer-0p02-threshold-0p1,trend_regime,uptrend,446,0.4201107371861048,0.2191733604370414,0.1281837534749729,1.2290531337421011,2.236651260472707,1.7098372804306565,0.17341110443930918,102
production-core__buffer-0p02-threshold-0p1,volatility_regime,high-vol,243,0.2021241517726622,0.2103484229127004,0.10656024445043044,1.2288209769222045,2.1197786955783147,1.9739859269049445,0.1666349086098056,45
production-core__buffer-0p02-threshold-0p1,volatility_regime,normal-vol,408,0.21522029606459503,0.12794239548043418,0.12701881313810515,0.9980449654492487,1.8027990477374043,1.0072712247856137,0.1288448065156335,86
production-core__buffer-0p02-smooth-5-threshold-0p05,trend_regime,downtrend,185,0.0,0.0,-0.0,,,,0.0,0
production-core__buffer-0p02-smooth-5-threshold-0p05,trend_regime,transition,20,0.02823337888686761,0.42021924912690656,0.026596490229587877,3.041428967466835,6.467017076026984,15.79980085716062,0.11757417977010035,12
production-core__buffer-0p02-smooth-5-threshold-0p05,trend_regime,uptrend,446,0.43697697644074296,0.22733373850198046,0.12650509345176808,1.265003711095219,2.3989066050697567,1.7970322956889857,0.1737842506018646,102
production-core__buffer-0p02-smooth-5-threshold-0p05,volatility_regime,high-vol,243,0.19893661407585594,0.20702037677272944,0.10398255056524797,1.2147581714438274,2.1741985145129292,1.9909145875665581,0.16623337574835478,45
production-core__buffer-0p02-smooth-5-threshold-0p05,volatility_regime,normal-vol,408,0.23238182446133626,0.13775449015275965,0.12636994217705477,1.0459921763924662,1.9738348354083575,1.0900890494968667,0.1315237077496335,86
production-core__buffer-0p02-schedule-5-threshold-0p1,trend_regime,downtrend,185,0.0,0.0,-0.0,,,,0.0,0
production-core__buffer-0p02-schedule-5-threshold-0p1,trend_regime,transition,20,0.04542504755058174,0.7502115905430757,0.011674289796748671,4.901595350150425,19.161273219036165,64.26186120135652,0.11560140617160009,4
production-core__buffer-0p02-schedule-5-threshold-0p1,trend_regime,uptrend,446,0.3787328794913929,0.198972997414685,0.1243438147924113,1.1027408407350818,2.048446134154667,1.6001841164907569,0.1789703100680118,102
production-core__buffer-0p02-schedule-5-threshold-0p1,volatility_regime,high-vol,243,0.18045848407339382,0.1877342029497553,0.11358400016651915,1.0723226862153348,1.87284175450556,1.6528226041918639,0.17462174348477344,45
production-core__buffer-0p02-schedule-5-threshold-0p1,volatility_regime,normal-vol,408,0.2210187020962846,0.1312635221058498,0.12608333461489796,0.9951007064261614,1.8713859627113778,1.0410854258159805,0.13264072364508708,86
risk-guard__volatility-shock,trend_regime,downtrend,185,0.0,0.0,-0.0,,,,0.0,0
risk-guard__volatility-shock,trend_regime,transition,20,0.17299726044769304,6.466931590309041,0.023135607165145622,5.033872021971324,52.090722419950886,279.52288194327735,0.4164869249371251,14
risk-guard__volatility-shock,trend_regime,uptrend,446,0.4460507218637111,0.23170664402584373,0.13647943122531614,1.3675324434064433,2.595739461329968,1.6977403990152584,0.16193461480431962,102
risk-guard__volatility-shock,volatility_regime,high-vol,243,0.4210513725804761,0.4396668096274283,0.0629448766619719,2.0796792787611174,5.0318277472473785,6.98494989494598,0.18317780044203658,45
risk-guard__volatility-shock,volatility_regime,normal-vol,408,0.19363280451599918,0.11552418439434886,0.13160881036214112,0.8919592711886932,1.6180714034028028,0.8777845805038962,0.13224577427221546,86
risk-guard__drawdown-63d-0p12,trend_regime,downtrend,185,0.0,0.0,-0.0,,,,0.0,0
risk-guard__drawdown-63d-0p12,trend_regime,transition,20,0.13581075546532428,3.975712845263507,0.043135617950540994,3.9444024644073417,21.55509037376729,92.16774985864424,0.42913984715042947,18
risk-guard__drawdown-63d-0p12,trend_regime,uptrend,446,0.39077457705196106,0.20487854760675472,0.10884093184128074,1.2672382590633906,2.396951973887669,1.8823667175646988,0.15670304119700965,115
risk-guard__drawdown-63d-0p12,volatility_regime,high-vol,243,0.32004490927437823,0.3336901846991738,0.0687294910346955,1.6631628968317007,3.8794114315062864,4.855123756565036,0.18300077742788054,75
risk-guard__drawdown-63d-0p12,volatility_regime,normal-vol,408,0.19666892538655079,0.11727587212494761,0.1342500722919635,0.939377437905498,1.7348902960209491,0.8735628228929303,0.1264427858937975,86
production-ensemble__threshold-0p1,trend_regime,downtrend,185,0.0,0.0,-0.0,,,,0.0,0
production-ensemble__threshold-0p1,trend_regime,transition,20,0.14212716966292072,4.335833053436496,0.056309095146319876,3.964206816453523,17.942197867556235,77.00058120574981,0.4465636692240137,18
production-ensemble__threshold-0p1,trend_regime,uptrend,446,0.4375441347415081,0.22760742007868173,0.08324010142670335,1.465109317668249,3.0035747775637645,2.73434818287794,0.14729355830418892,100
production-ensemble__threshold-0p1,volatility_regime,high-vol,243,0.3027011206969039,0.3155225513612945,0.08040063294733113,1.5497539253388568,3.5347000809105626,3.924378948210359,0.1881360110822815,72
production-ensemble__threshold-0p1,volatility_regime,normal-vol,408,0.2603491221374783,0.15363357228069185,0.07975617367634114,1.332470407994102,3.082992235138622,1.9262906581270172,0.1118417868669144,85
