trial,top_k,universe,lookback,r2_threshold,score_max,buffer_ratio,ordinal_rank_buffer_extra,rebalance_interval_days,rebalance_phase,regime_use_hysteresis,cost_bp,initial_cash,adv_participation,trading_days,total_return,annualized_return,annualized_volatility,sharpe,maximum_drawdown,turnover,annualized_turnover,transaction_cost,average_cash_ratio,average_exposure,longest_underwater_trading_days,worst_rolling_three_year_return,use_r2,use_ordinary_filters,use_buffer,use_regime,weak_pool_switch,use_mainline,use_retention,regime_filter_relaxation,regime_dynamic_lookback,regime_buffer_disable
S_top3_r21_weak0_d1_rank4,3,original_like,25,0.4,5.0,0.9,4,1,0,False,10.0,200000.0,,2808,-0.5986799616631223,-0.07866865851979166,0.2403349361505709,-0.22040096257331587,0.7658410818506698,1738.489632758598,156.01830037577162,274667.88766740257,0.024301543416862716,0.9756984565831373,2712,-0.5913324841604561,True,True,True,False,False,False,False,False,False,False
S_top3_r21_weak0_d5_rank0,3,original_like,25,0.4,5.0,0.9,0,5,0,False,10.0,200000.0,,2808,1.3709193114646454,0.08055375568881051,0.24848636805446703,0.4364373186891387,0.564570548734459,767.9327770996216,68.91704409868399,258017.30897171563,0.014239925028207801,0.9857600749717923,1157,-0.5174936886804913,True,True,True,False,False,False,False,False,False,False
S_top3_r21_weak0_d5_rank2,3,original_like,25,0.4,5.0,0.9,2,5,0,False,10.0,200000.0,,2808,1.2188453087081688,0.07414443256634962,0.24817727612752566,0.4127238929509118,0.5797068631760887,743.8299805740222,66.75397261561739,254586.35101471157,0.013814626377912335,0.9861853736220877,1176,-0.5305731439831973,True,True,True,False,False,False,False,False,False,False
S_top3_r21_weak0_d5_rank4,3,original_like,25,0.4,5.0,0.9,4,5,0,False,10.0,200000.0,,2808,1.9049695269350386,0.10043396898835999,0.24570320605935636,0.5127488047624119,0.5464456264769282,725.9392276513842,65.14839222512423,278853.44994782296,0.012244407331230717,0.9877555926687693,1156,-0.49341951464491196,True,True,True,False,False,False,False,False,False,False
S_top3_r21_weak0_d10_rank0,3,original_like,25,0.4,5.0,0.9,0,10,0,False,10.0,200000.0,,2808,1.9784403459984068,0.10290337558681051,0.24790180553637567,0.5195187553847552,0.45253503384752325,448.8157052735101,40.27833252454578,168975.80937548712,0.013730700153038951,0.986269299846961,1134,-0.39714573545048226,True,True,True,False,False,False,False,False,False,False
S_top3_r21_weak0_d10_rank2,3,original_like,25,0.4,5.0,0.9,2,10,0,False,10.0,200000.0,,2808,2.2774799147891875,0.11241391757339181,0.2466290851208005,0.5557411586371584,0.4533922917805776,437.6730548945663,39.278351080281595,173698.583598527,0.012222348490970543,0.9877776515090295,1134,-0.3980811368609871,True,True,True,False,False,False,False,False,False,False
S_top3_r21_weak0_d10_rank4,3,original_like,25,0.4,5.0,0.9,4,10,0,False,10.0,200000.0,,2808,2.323880136312107,0.11381824254199091,0.24274413904516035,0.5657636625802265,0.4744079260413884,427.0578707854632,38.32570635254157,172996.79750900881,0.011731268415847316,0.9882687315841528,1149,-0.3945097381892345,True,True,True,False,False,False,False,False,False,False
S_top3_r21_weak0_d20_rank0,3,original_like,25,0.4,5.0,0.9,0,20,0,False,10.0,200000.0,,2808,4.580062202471029,0.16682591915225697,0.24898607053852526,0.7444805244607919,0.40334032257015384,257.6207077271766,23.119807103720976,98008.53293830456,0.010154360906756938,0.9898456390932431,1236,-0.33953076664189485,True,True,True,False,False,False,False,False,False,False
S_top3_r21_weak0_d20_rank2,3,original_like,25,0.4,5.0,0.9,2,20,0,False,10.0,200000.0,,2808,4.663226020191919,0.16837608020706307,0.24881373350815772,0.7501703527308543,0.40808592474170036,253.60052551340982,22.759021520434217,96895.84568895318,0.010002524336034898,0.9899974756639651,1236,-0.3447525350451264,True,True,True,False,False,False,False,False,False,False
S_top3_r21_weak0_d20_rank4,3,original_like,25,0.4,5.0,0.9,4,20,0,False,10.0,200000.0,,2808,4.873295206318604,0.17220134543410204,0.2501102557501668,0.7606514002803368,0.40808592474170036,251.3161466659165,22.55401316232584,97948.16175219495,0.01032811623935687,0.989671883760643,1236,-0.3447525350451264,True,True,True,False,False,False,False,False,False,False
S_top3_r21_weak1_d1_rank0,3,original_like,25,0.4,5.0,0.9,0,1,0,False,10.0,200000.0,,2808,0.19932751965700524,0.016445649683470398,0.2129645704339561,0.18295618358007795,0.4949190593399213,2070.9757908176084,185.8568017400418,419653.0682637817,0.028908197490654,0.971091802509346,2712,-0.36686218509233615,True,True,True,True,True,False,False,False,False,False
S_top3_r21_weak1_d1_rank2,3,original_like,25,0.4,5.0,0.9,2,1,0,False,10.0,200000.0,,2808,-0.0344403263837052,-0.0031403358712458473,0.2107179257249145,0.0904660146648856,0.49092244309000654,1977.8334025997883,177.49786946408358,387991.93769814365,0.028027284926589412,0.9719727150734107,2712,-0.4005207441264024,True,True,True,True,True,False,False,False,False,False
S_top3_r21_weak1_d1_rank4,3,original_like,25,0.4,5.0,0.9,4,1,0,False,10.0,200000.0,,2808,0.29904412760952437,0.023757312888434967,0.20831281859078665,0.21682822226039533,0.4818359362072292,1909.9251059259038,171.4035351471965,400112.18724611937,0.029698144218857084,0.9703018557811429,2487,-0.37129355250070917,True,True,True,True,True,False,False,False,False,False
S_top3_r21_weak1_d5_rank0,3,original_like,25,0.4,5.0,0.9,0,5,0,False,10.0,200000.0,,2808,5.853875676634729,0.18855673518744598,0.21755023609240007,0.9029808114755957,0.24620792768940403,763.3537036432507,68.50610160900968,360373.36042347446,0.01780691482712025,0.9821930851728796,472,-0.10335560473799876,True,True,True,True,True,False,False,False,False,False
S_top3_r21_weak1_d5_rank2,3,original_like,25,0.4,5.0,0.9,2,5,0,False,10.0,200000.0,,2808,5.551451208433522,0.18375290740143368,0.21772391410985675,0.8838430971174372,0.239594182198415,748.9119198992813,67.21004409352525,353811.1914097606,0.01803958803056705,0.981960411969433,471,-0.10472328311448753,True,True,True,True,True,False,False,False,False,False
S_top3_r21_weak1_d5_rank4,3,original_like,25,0.4,5.0,0.9,4,5,0,False,10.0,200000.0,,2808,7.043969526130127,0.20575803754265665,0.21513390565594348,0.977490115640968,0.22280650073294872,730.7706232389883,65.58197900862716,380691.63433305547,0.017403470023615995,0.982596529976384,436,-0.11641551491663327,True,True,True,True,True,False,False,False,False,False
S_top3_r21_weak1_d10_rank0,3,original_like,25,0.4,5.0,0.9,0,10,0,False,10.0,200000.0,,2808,3.1657856145278327,0.13661615840900132,0.22434295138037808,0.6834370407958262,0.34728386797492117,433.3659338946196,38.89181458028638,168114.90905068224,0.014853907476108544,0.9851460925238915,1133,-0.3189239872489942,True,True,True,True,True,False,False,False,False,False
S_top3_r21_weak1_d10_rank2,3,original_like,25,0.4,5.0,0.9,2,10,0,False,10.0,200000.0,,2808,3.134172191551709,0.13583938105976978,0.22297240581943734,0.6832008011011148,0.35925815569330866,422.73974068010807,37.93818185590714,164054.39159871262,0.015747314960614423,0.9842526850393856,1134,-0.3313144470770467,True,True,True,True,True,False,False,False,False,False
S_top3_r21_weak1_d10_rank4,3,original_like,25,0.4,5.0,0.9,4,10,0,False,10.0,200000.0,,2808,3.5234076798203526,0.1450484090153239,0.2230287541279082,0.7192282182497264,0.34783721780027277,420.0116991741851,37.693357618196096,177509.39213749446,0.01411417758860503,0.985885822411395,1133,-0.31939547717364225,True,True,True,True,True,False,False,False,False,False
S_top3_r21_weak1_d20_rank0,3,original_like,25,0.4,5.0,0.9,0,20,0,False,10.0,200000.0,,2808,2.8961842840714573,0.1298118046988319,0.2357582039920763,0.6358786347417258,0.39039834592878475,243.26839872634775,21.831779372877364,77432.86972442034,0.01962981416116973,0.9803701858388303,1504,-0.33888607781904634,True,True,True,True,True,False,False,False,False,False
S_top3_r21_weak1_d20_rank2,3,original_like,25,0.4,5.0,0.9,2,20,0,False,10.0,200000.0,,2808,2.8584954887113705,0.12882665566370388,0.23564768174904835,0.6323646502058242,0.4021877848755627,237.1299262816843,21.280890820151157,74298.00202348732,0.01201291373061796,0.987987086269382,1509,-0.3548339631945392,True,True,True,True,True,False,False,False,False,False
S_top3_r21_weak1_d20_rank4,3,original_like,25,0.4,5.0,0.9,4,20,0,False,10.0,200000.0,,2808,3.0549575166625402,0.1338689791223655,0.23670842346712037,0.6494455560316454,0.40767946621751405,233.659731639053,20.96946309581245,74984.55106897505,0.011684799705788784,0.9883152002942114,1509,-0.3548339631945392,True,True,True,True,True,False,False,False,False,False
